=== ParcelSortX Simulation Report ===
Total Ticks Executed: 300
Total Parcels Generated: 895
Final Queue Size: 0
Final ReturnStack Size: 0
Maximum Queue Size Seen: 4
Average Parcel Wait Time: 101,98 ticks

Per-City Parcel Counts (Histogram):
  Berlin     (112): ****************************************************************************************************************
  Hamburg    (142): **********************************************************************************************************************************************
  Munich     (136): ****************************************************************************************************************************************
  Cologne    (133): *************************************************************************************************************************************
  Stuttgart  (130): **********************************************************************************************************************************

--- Terminal Timeline ---
Tick 1: Terminal = Berlin, Dispatched = 0
Tick 2: Terminal = Berlin, Dispatched = 1
Tick 3: Terminal = Berlin, Dispatched = 0
Tick 4: Terminal = Berlin, Dispatched = 1
Tick 5: Terminal = Hamburg, Dispatched = 1
Tick 6: Terminal = Hamburg, Dispatched = 1
Tick 7: Terminal = Hamburg, Dispatched = 1
Tick 8: Terminal = Hamburg, Dispatched = 1
Tick 9: Terminal = Hamburg, Dispatched = 1
Tick 10: Terminal = Munich, Dispatched = 1
Tick 11: Terminal = Munich, Dispatched = 1
Tick 12: Terminal = Munich, Dispatched = 0
Tick 13: Terminal = Munich, Dispatched = 1
Tick 14: Terminal = Munich, Dispatched = 1
Tick 15: Terminal = Cologne, Dispatched = 1
Tick 16: Terminal = Cologne, Dispatched = 1
Tick 17: Terminal = Cologne, Dispatched = 0
Tick 18: Terminal = Cologne, Dispatched = 1
Tick 19: Terminal = Cologne, Dispatched = 1
Tick 20: Terminal = Stuttgart, Dispatched = 0
Tick 21: Terminal = Stuttgart, Dispatched = 1
Tick 22: Terminal = Stuttgart, Dispatched = 1
Tick 23: Terminal = Stuttgart, Dispatched = 1
Tick 24: Terminal = Stuttgart, Dispatched = 1
Tick 25: Terminal = Berlin, Dispatched = 1
Tick 26: Terminal = Berlin, Dispatched = 1
Tick 27: Terminal = Berlin, Dispatched = 1
Tick 28: Terminal = Berlin, Dispatched = 1
Tick 29: Terminal = Berlin, Dispatched = 1
Tick 30: Terminal = Hamburg, Dispatched = 1
Tick 31: Terminal = Hamburg, Dispatched = 1
Tick 32: Terminal = Hamburg, Dispatched = 0
Tick 33: Terminal = Hamburg, Dispatched = 1
Tick 34: Terminal = Hamburg, Dispatched = 1
Tick 35: Terminal = Munich, Dispatched = 0
Tick 36: Terminal = Munich, Dispatched = 1
Tick 37: Terminal = Munich, Dispatched = 1
Tick 38: Terminal = Munich, Dispatched = 1
Tick 39: Terminal = Munich, Dispatched = 1
Tick 40: Terminal = Cologne, Dispatched = 0
Tick 41: Terminal = Cologne, Dispatched = 1
Tick 42: Terminal = Cologne, Dispatched = 0
Tick 43: Terminal = Cologne, Dispatched = 1
Tick 44: Terminal = Cologne, Dispatched = 1
Tick 45: Terminal = Stuttgart, Dispatched = 0
Tick 46: Terminal = Stuttgart, Dispatched = 1
Tick 47: Terminal = Stuttgart, Dispatched = 1
Tick 48: Terminal = Stuttgart, Dispatched = 1
Tick 49: Terminal = Stuttgart, Dispatched = 1
Tick 50: Terminal = Berlin, Dispatched = 1
Tick 51: Terminal = Berlin, Dispatched = 1
Tick 52: Terminal = Berlin, Dispatched = 1
Tick 53: Terminal = Berlin, Dispatched = 0
Tick 54: Terminal = Berlin, Dispatched = 1
Tick 55: Terminal = Hamburg, Dispatched = 1
Tick 56: Terminal = Hamburg, Dispatched = 1
Tick 57: Terminal = Hamburg, Dispatched = 1
Tick 58: Terminal = Hamburg, Dispatched = 0
